stage	type	logexpr
4cell	before	2.63804967925
4cell	now	2.09998409124
4cell	before	2.34870980323
4cell	now	1.13635113517
4cell	before	0.842058444301
4cell	now	2.61075338257
4cell	before	2.90989656883
4cell	now	5.44939332426
4cell	before	5.00493910155
4cell	now	1.55989676635
4cell	before	1.36063803431
4cell	now	3.1870589952
4cell	before	2.91463609451
4cell	now	0.910393376608
4cell	before	1.68249132874
4cell	now	2.10227999736
4cell	before	1.49731234309
4cell	now	2.00158269764
4cell	before	2.30869936269
4cell	now	2.10567808375
4cell	before	2.44567193654
4cell	now	1.66299574083
4cell	before	2.13585141154
4cell	now	1.83860488646
4cell	before	1.70708173082
4cell	now	1.75469602749
4cell	before	2.65152923111
4cell	now	1.78574307363
4cell	before	2.77181342177
4cell	now	1.84587826812
4cell	before	1.75703516539
4cell	now	1.45866850964
4cell	before	1.7435771203
4cell	now	1.27955511768
4cell	before	1.66666476838
4cell	now	0.98045543315
4cell	before	0.896618496077
4cell	now	1.17614723916
4cell	before	0.799905219227
4cell	now	1.84796335358
4cell	before	1.05463601909
4cell	now	1.04881611864
4cell	before	1.25365970916
4cell	now	1.42901614989
4cell	before	1.8981969048
4cell	now	3.18034703228
4cell	before	2.95826402394
4cell	now	2.99544723293
4cell	before	2.28532295592
4cell	now	1.91107170543
4cell	before	2.9515870549
4cell	now	0.813181014601
4cell	before	1.94033319816
4cell	now	6.03020197042
4cell	before	4.74151760987
4cell	now	1.48975983231
4cell	before	1.47579222756
4cell	now	0.943473898994
4cell	before	2.25606879164
4cell	now	2.39443930782
4cell	before	3.26870925417
4cell	now	1.9186813588
4cell	before	1.29003398002
4cell	now	0.738684440722
4cell	before	0.784942098154
4cell	now	1.43075851492
4cell	before	2.14356474221
4cell	now	2.15187033695
4cell	before	2.11447923936
4cell	now	1.76224311609
4cell	before	1.63546621796
4cell	now	1.59038964054
4cell	before	1.34901037131
4cell	now	1.62447232711
4cell	before	1.610075709
4cell	now	2.26172559777
4cell	before	1.74050827922
4cell	now	0.759931615245
4cell	before	1.85365387277
4cell	now	1.1833210166
4cell	before	2.48697118384
4cell	now	1.77901358445
4cell	before	1.73318711507
4cell	now	1.60585550326
4cell	before	0.929850382872
4cell	now	2.10198672825
