stage	type	level
4cell	Normal	0.83
4cell	Normal	0.46
4cell	Normal	0.31
4cell	Normal	0.33
4cell	Normal	0.81
4cell	Normal	0.55
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	0.56
4cell	Change	0.5
4cell	Normal	1.0
4cell	Normal	0.58
4cell	Normal	0.75
4cell	Normal	0.5
4cell	Normal	0.81
4cell	Normal	0.43
4cell	Normal	1.0
4cell	Normal	0.42
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Change	0.4
4cell	Normal	0.4
4cell	Normal	0.46
4cell	Normal	0.5
4cell	Normal	0.83
4cell	Normal	0.58
4cell	Change	0.79
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.29
4cell	Normal	1.0
4cell	Normal	0.19
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	0.25
4cell	Normal	0.44
4cell	Normal	0.4
4cell	Normal	0.4
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.75
4cell	Normal	1.0
4cell	Normal	0.38
4cell	Normal	0.5
4cell	Normal	0.67
4cell	Normal	0.76
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Normal	0.8
4cell	Normal	1.0
4cell	Normal	0.49
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Change	0.6
4cell	Normal	0.57
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.73
4cell	Normal	1.0
4cell	Normal	0.33
4cell	Normal	1.0
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Change	0.38
4cell	Normal	0.79
4cell	Normal	0.67
4cell	Normal	0.25
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	0.53
4cell	Normal	1.0
4cell	Change	0.31
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.83
4cell	Normal	0.37
4cell	Normal	1.0
4cell	Normal	0.58
4cell	Normal	1.0
4cell	Change	0.7
4cell	Normal	1.0
4cell	Normal	0.79
4cell	Normal	0.75
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.29
4cell	Normal	0.57
4cell	Normal	1.0
4cell	Normal	0.28
4cell	Normal	0.4
4cell	Normal	1.0
4cell	Change	0.87
4cell	Normal	0.14
4cell	Normal	1.0
4cell	Normal	0.27
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.25
4cell	Normal	0.25
4cell	Normal	0.5
4cell	Normal	0.78
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Change	0.59
4cell	Normal	0.5
4cell	Normal	0.94
4cell	Normal	0.43
4cell	Change	0.5
4cell	Normal	0.92
4cell	Normal	0.6
4cell	Normal	0.2
4cell	Normal	0.67
4cell	Normal	0.5
4cell	Change	0.5
4cell	Normal	0.58
4cell	Normal	0.14
4cell	Normal	0.75
4cell	Normal	0.83
4cell	Normal	0.33
4cell	Normal	0.67
4cell	Normal	0.37
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.44
4cell	Change	0.4
4cell	Normal	1.0
4cell	Normal	0.86
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.25
4cell	Normal	0.22
4cell	Normal	0.5
4cell	Normal	0.83
4cell	Normal	0.67
4cell	Normal	0.45
4cell	Normal	0.37
4cell	Change	0.77
4cell	Normal	0.65
4cell	Change	0.38
4cell	Normal	0.67
4cell	Change	0.5
4cell	Normal	0.67
4cell	Normal	0.23
4cell	Normal	0.31
4cell	Normal	0.33
4cell	Normal	0.5
4cell	Normal	0.71
4cell	Normal	0.27
4cell	Normal	1.0
4cell	Normal	0.25
4cell	Normal	0.58
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.37
4cell	Normal	0.67
4cell	Normal	0.48
4cell	Normal	1.0
4cell	Normal	0.53
4cell	Normal	0.33
4cell	Normal	0.34
4cell	Normal	1.0
4cell	Normal	0.33
4cell	Normal	1.0
4cell	Change	0.8
4cell	Normal	0.9
4cell	Normal	0.75
4cell	Normal	0.38
4cell	Normal	0.5
4cell	Normal	0.2
4cell	Normal	0.5
4cell	Normal	0.6
4cell	Normal	0.38
4cell	Normal	0.3
4cell	Normal	0.48
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.49
4cell	Normal	0.51
4cell	Normal	0.88
4cell	Change	0.67
4cell	Normal	0.29
4cell	Normal	0.68
4cell	Normal	0.55
4cell	Normal	0.51
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.73
4cell	Normal	1.0
4cell	Normal	0.69
4cell	Normal	0.58
4cell	Normal	0.42
4cell	Normal	0.62
4cell	Normal	0.49
4cell	Normal	1.0
4cell	Normal	0.55
4cell	Normal	0.53
4cell	Normal	1.0
4cell	Normal	0.83
4cell	Normal	0.83
4cell	Normal	0.81
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.75
4cell	Normal	1.0
4cell	Normal	0.75
4cell	Normal	0.29
4cell	Normal	0.84
4cell	Normal	0.94
4cell	Normal	0.4
4cell	Normal	0.7
4cell	Normal	1.0
4cell	Normal	0.49
4cell	Normal	0.51
4cell	Normal	0.83
4cell	Normal	0.67
4cell	Normal	0.62
4cell	Normal	0.25
4cell	Normal	0.6
4cell	Normal	0.86
4cell	Normal	1.0
4cell	Normal	0.45
4cell	Normal	0.92
4cell	Normal	0.84
4cell	Normal	0.5
4cell	Normal	0.5
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	0.83
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Change	0.62
4cell	Normal	0.67
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.27
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	0.29
4cell	Normal	0.33
4cell	Normal	1.0
4cell	Normal	0.53
4cell	Normal	0.5
4cell	Normal	0.63
4cell	Normal	0.95
4cell	Normal	0.39
4cell	Normal	1.0
4cell	Normal	0.4
4cell	Normal	0.58
4cell	Change	0.5
4cell	Normal	0.76
4cell	Normal	0.19
4cell	Normal	1.0
4cell	Normal	0.25
4cell	Normal	0.25
4cell	Normal	0.75
4cell	Normal	0.71
4cell	Normal	0.71
4cell	Change	0.25
4cell	Normal	0.75
4cell	Normal	1.0
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.28
4cell	Normal	0.73
4cell	Normal	0.71
4cell	Normal	0.33
4cell	Change	0.25
4cell	Normal	0.61
4cell	Normal	0.75
4cell	Normal	0.78
4cell	Change	0.31
4cell	Normal	1.0
4cell	Normal	0.33
4cell	Normal	0.29
4cell	Normal	1.0
4cell	Normal	0.55
4cell	Normal	0.34
4cell	Normal	1.0
4cell	Change	0.86
4cell	Normal	0.94
4cell	Normal	1.0
4cell	Change	0.77
4cell	Normal	0.6
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.39
4cell	Normal	0.92
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.69
4cell	Normal	1.0
4cell	Normal	0.94
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	0.88
4cell	Normal	0.42
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Change	0.84
4cell	Normal	0.45
4cell	Normal	0.73
4cell	Normal	0.58
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.93
4cell	Normal	1.0
4cell	Change	0.5
4cell	Normal	1.0
4cell	Normal	0.33
4cell	Change	0.5
4cell	Normal	0.54
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Change	0.87
4cell	Normal	0.42
4cell	Normal	0.34
4cell	Normal	0.53
4cell	Normal	0.9
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.26
4cell	Normal	0.69
4cell	Normal	0.75
4cell	Normal	0.5
4cell	Normal	0.36
4cell	Normal	0.55
4cell	Normal	0.42
4cell	Normal	0.62
4cell	Normal	0.24
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	0.2
4cell	Normal	1.0
4cell	Normal	0.52
4cell	Normal	0.71
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	0.64
4cell	Normal	0.64
4cell	Normal	0.75
4cell	Normal	0.5
4cell	Change	0.38
4cell	Normal	0.8
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Change	0.44
4cell	Normal	0.89
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	0.43
4cell	Normal	0.4
4cell	Normal	0.68
4cell	Normal	0.93
4cell	Normal	0.37
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.85
4cell	Normal	0.5
4cell	Normal	0.45
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	0.45
4cell	Normal	0.5
4cell	Normal	0.53
4cell	Normal	0.67
4cell	Normal	0.29
4cell	Normal	1.0
4cell	Normal	0.38
4cell	Normal	0.5
4cell	Change	0.67
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	0.86
4cell	Normal	1.0
4cell	Normal	0.23
4cell	Normal	0.5
4cell	Normal	0.67
4cell	Normal	0.67
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Change	0.5
4cell	Normal	0.6
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.57
4cell	Normal	0.75
4cell	Normal	0.88
4cell	Change	0.55
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.8
4cell	Normal	0.2
4cell	Normal	0.88
4cell	Normal	0.95
4cell	Normal	0.43
4cell	Normal	0.22
4cell	Normal	1.0
4cell	Normal	0.83
4cell	Normal	0.52
4cell	Normal	1.0
4cell	Normal	0.2
4cell	Normal	0.25
4cell	Normal	0.6
4cell	Normal	1.0
4cell	Normal	0.33
4cell	Normal	0.75
4cell	Normal	0.53
4cell	Normal	0.53
4cell	Normal	0.5
4cell	Normal	0.43
4cell	Normal	0.69
4cell	Normal	0.67
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.83
4cell	Normal	0.5
4cell	Normal	0.24
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.34
4cell	Normal	0.53
4cell	Normal	0.25
4cell	Normal	0.67
4cell	Normal	0.48
4cell	Normal	0.34
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.33
4cell	Normal	0.49
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.37
4cell	Normal	0.62
4cell	Normal	0.76
4cell	Normal	1.0
4cell	Normal	0.47
4cell	Normal	0.67
4cell	Normal	0.21
4cell	Normal	0.8
4cell	Normal	0.6
4cell	Normal	1.0
4cell	Normal	0.45
4cell	Normal	1.0
4cell	Normal	0.64
4cell	Normal	0.58
4cell	Normal	0.88
4cell	Normal	0.6
4cell	Change	0.44
4cell	Normal	1.0
4cell	Normal	0.78
4cell	Normal	0.71
4cell	Normal	0.67
4cell	Normal	0.36
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.72
4cell	Normal	1.0
4cell	Normal	0.42
4cell	Normal	1.0
4cell	Change	0.21
4cell	Normal	0.44
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.79
4cell	Normal	0.38
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	0.67
4cell	Normal	0.96
4cell	Normal	1.0
4cell	Normal	0.47
4cell	Normal	0.8
4cell	Normal	0.32
4cell	Normal	0.38
4cell	Normal	0.67
4cell	Change	0.86
4cell	Normal	1.0
4cell	Normal	0.68
4cell	Normal	0.57
4cell	Normal	0.25
4cell	Normal	0.55
4cell	Change	1.0
4cell	Normal	0.33
4cell	Normal	1.0
4cell	Normal	0.63
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	0.83
4cell	Normal	0.75
4cell	Normal	0.32
4cell	Normal	0.94
4cell	Normal	0.86
4cell	Normal	0.67
4cell	Normal	0.33
4cell	Normal	0.78
4cell	Normal	0.5
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.53
4cell	Normal	0.43
4cell	Normal	0.5
4cell	Normal	0.92
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.31
4cell	Normal	0.86
4cell	Normal	0.72
4cell	Change	0.29
4cell	Normal	0.8
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	0.73
4cell	Normal	0.67
4cell	Normal	0.83
4cell	Normal	0.76
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	0.86
4cell	Normal	0.3
4cell	Normal	0.22
4cell	Normal	1.0
4cell	Normal	0.62
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Change	0.5
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Change	0.5
4cell	Normal	0.83
4cell	Normal	0.33
4cell	Normal	0.33
4cell	Normal	0.7
4cell	Normal	0.46
4cell	Normal	0.39
4cell	Normal	1.0
4cell	Normal	0.7
4cell	Normal	0.47
4cell	Normal	0.53
4cell	Normal	0.87
4cell	Normal	0.33
4cell	Change	0.5
4cell	Change	0.5
4cell	Normal	1.0
4cell	Normal	0.74
4cell	Normal	0.6
4cell	Change	0.4
4cell	Change	0.77
4cell	Normal	0.37
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	0.17
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Normal	0.3
4cell	Normal	0.95
4cell	Normal	1.0
4cell	Normal	0.75
4cell	Normal	0.22
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.33
4cell	Normal	0.2
4cell	Normal	0.78
4cell	Normal	0.79
4cell	Normal	0.75
4cell	Normal	0.67
4cell	Normal	0.75
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.91
4cell	Normal	1.0
4cell	Change	0.33
4cell	Change	0.5
4cell	Change	0.33
4cell	Normal	1.0
4cell	Normal	0.86
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.42
4cell	Normal	0.75
4cell	Normal	0.88
4cell	Normal	0.69
4cell	Normal	0.53
4cell	Normal	0.5
4cell	Change	1.0
4cell	Normal	0.78
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Normal	0.33
4cell	Normal	0.5
4cell	Normal	0.45
4cell	Normal	1.0
4cell	Normal	0.38
4cell	Normal	1.0
4cell	Normal	0.73
4cell	Normal	1.0
4cell	Change	0.91
4cell	Normal	1.0
4cell	Change	0.22
4cell	Normal	0.67
4cell	Normal	0.83
4cell	Change	0.83
4cell	Normal	0.5
4cell	Normal	0.42
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.39
4cell	Normal	0.29
4cell	Normal	0.5
4cell	Normal	0.53
4cell	Change	0.5
4cell	Normal	0.67
4cell	Normal	0.4
4cell	Normal	0.6
4cell	Normal	1.0
4cell	Normal	0.53
4cell	Normal	1.0
4cell	Change	0.5
4cell	Normal	0.84
4cell	Normal	0.39
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Change	0.67
4cell	Normal	0.58
4cell	Normal	0.77
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	0.4
4cell	Normal	1.0
4cell	Normal	0.62
4cell	Normal	0.42
4cell	Normal	0.67
4cell	Normal	0.51
4cell	Normal	0.49
4cell	Normal	0.42
4cell	Normal	0.67
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Normal	0.34
4cell	Normal	1.0
4cell	Normal	0.36
4cell	Normal	0.2
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.23
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.23
4cell	Normal	0.07
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.4
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.48
4cell	Normal	0.55
4cell	Normal	0.29
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.75
4cell	Normal	0.5
4cell	Normal	0.67
4cell	Normal	0.89
4cell	Normal	0.68
4cell	Normal	1.0
4cell	Normal	0.25
4cell	Normal	0.62
4cell	Normal	0.83
4cell	Normal	0.68
4cell	Change	0.25
4cell	Normal	0.67
4cell	Change	0.28
4cell	Normal	1.0
4cell	Normal	0.45
4cell	Change	1.0
4cell	Normal	0.67
4cell	Change	0.89
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	0.5
4cell	Normal	0.94
4cell	Normal	0.77
4cell	Normal	0.29
4cell	Normal	0.38
4cell	Normal	0.62
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.78
4cell	Normal	0.43
4cell	Normal	0.86
4cell	Normal	0.25
4cell	Normal	1.0
4cell	Normal	0.14
4cell	Normal	1.0
4cell	Normal	0.44
4cell	Normal	1.0
4cell	Normal	0.62
4cell	Change	0.81
4cell	Normal	0.67
4cell	Normal	0.37
4cell	Normal	0.25
4cell	Normal	0.9
4cell	Change	0.2
4cell	Normal	0.72
4cell	Normal	0.33
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.74
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Normal	0.6
4cell	Change	0.8
4cell	Normal	0.5
4cell	Normal	0.33
4cell	Normal	0.4
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Change	0.5
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.33
4cell	Normal	0.6
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.25
4cell	Normal	0.75
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Normal	0.78
4cell	Normal	0.9
4cell	Normal	0.8
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.52
4cell	Normal	0.31
4cell	Normal	0.48
4cell	Change	0.5
4cell	Normal	0.62
4cell	Normal	0.6
4cell	Normal	0.29
4cell	Normal	0.67
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.26
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.54
4cell	Normal	0.86
4cell	Change	0.34
4cell	Normal	0.75
4cell	Normal	1.0
4cell	Normal	0.31
4cell	Normal	0.31
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Change	0.26
4cell	Change	0.5
4cell	Normal	0.58
4cell	Normal	0.35
4cell	Normal	0.4
4cell	Normal	1.0
4cell	Normal	0.53
4cell	Normal	0.31
4cell	Normal	0.83
4cell	Change	0.33
4cell	Normal	0.5
4cell	Normal	0.5
4cell	Normal	0.44
4cell	Normal	1.0
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.35
4cell	Normal	0.83
4cell	Change	0.5
4cell	Normal	0.8
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.75
4cell	Change	0.67
4cell	Normal	0.29
4cell	Normal	0.46
4cell	Normal	0.39
4cell	Normal	0.25
4cell	Change	0.32
4cell	Normal	1.0
4cell	Normal	0.75
4cell	Normal	0.67
4cell	Change	1.0
4cell	Normal	0.67
4cell	Change	0.83
4cell	Normal	0.5
4cell	Normal	0.44
4cell	Normal	0.5
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	0.77
4cell	Normal	1.0
4cell	Normal	0.46
4cell	Normal	0.5
4cell	Normal	0.5
4cell	Normal	0.83
4cell	Normal	0.67
4cell	Normal	0.33
4cell	Normal	0.67
4cell	Normal	0.18
4cell	Normal	0.18
4cell	Normal	0.67
4cell	Normal	0.67
4cell	Normal	0.77
4cell	Normal	0.46
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	0.78
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Change	0.42
4cell	Normal	0.75
4cell	Normal	0.83
4cell	Normal	0.5
4cell	Normal	0.25
4cell	Normal	1.0
4cell	Normal	0.56
4cell	Normal	1.0
4cell	Normal	0.8
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.49
4cell	Normal	0.67
4cell	Normal	0.39
4cell	Change	0.16
4cell	Normal	0.68
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.7
4cell	Normal	1.0
4cell	Normal	0.33
4cell	Normal	0.53
4cell	Normal	1.0
4cell	Normal	0.83
4cell	Normal	0.64
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Change	0.51
4cell	Normal	0.83
4cell	Normal	0.67
4cell	Normal	0.8
4cell	Normal	0.54
4cell	Normal	0.74
4cell	Normal	0.67
4cell	Change	0.77
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.39
4cell	Normal	0.34
4cell	Normal	1.0
4cell	Normal	0.79
4cell	Normal	1.0
4cell	Normal	0.23
4cell	Normal	0.53
4cell	Normal	0.5
4cell	Normal	0.91
4cell	Normal	0.36
4cell	Normal	1.0
4cell	Normal	0.37
4cell	Normal	1.0
4cell	Normal	0.37
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.68
4cell	Normal	0.17
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Change	1.0
4cell	Change	1.0
4cell	Normal	1.0
4cell	Normal	0.8
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.14
4cell	Change	0.51
4cell	Normal	0.5
4cell	Normal	0.41
4cell	Normal	0.33
4cell	Normal	0.38
4cell	Normal	0.75
4cell	Normal	0.34
4cell	Normal	1.0
4cell	Normal	0.75
4cell	Change	0.5
4cell	Normal	0.88
4cell	Normal	0.24
4cell	Normal	1.0
4cell	Normal	0.83
4cell	Normal	0.5
4cell	Normal	0.33
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	0.75
4cell	Normal	1.0
4cell	Normal	0.86
4cell	Normal	0.25
4cell	Normal	0.68
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.48
4cell	Normal	0.62
4cell	Normal	0.45
4cell	Normal	0.2
4cell	Normal	0.75
4cell	Normal	0.86
4cell	Change	0.86
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.81
4cell	Change	0.5
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Change	0.45
4cell	Normal	0.88
4cell	Normal	0.47
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	0.7
4cell	Normal	0.33
4cell	Change	0.8
4cell	Normal	0.67
4cell	Normal	0.86
4cell	Normal	0.46
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	0.6
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Change	0.77
4cell	Normal	0.8
4cell	Normal	0.89
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.53
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	0.67
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Change	0.18
4cell	Normal	0.81
4cell	Normal	0.69
4cell	Normal	0.25
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Change	0.5
4cell	Change	0.67
4cell	Normal	0.5
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.82
4cell	Normal	0.62
4cell	Normal	1.0
4cell	Normal	0.49
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.18
4cell	Normal	0.75
4cell	Normal	0.47
4cell	Normal	0.6
4cell	Normal	0.64
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.27
4cell	Normal	0.62
4cell	Normal	1.0
4cell	Normal	0.7
4cell	Change	0.83
4cell	Normal	0.94
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Change	0.2
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Normal	0.4
4cell	Normal	0.83
4cell	Normal	0.4
4cell	Normal	1.0
4cell	Normal	0.22
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.62
4cell	Normal	0.53
4cell	Normal	1.0
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.28
4cell	Change	0.62
4cell	Normal	0.88
4cell	Normal	0.55
4cell	Normal	0.57
4cell	Normal	0.95
4cell	Normal	0.55
4cell	Normal	1.0
4cell	Normal	0.71
4cell	Normal	0.9
4cell	Normal	0.83
4cell	Normal	0.67
4cell	Normal	0.5
4cell	Normal	0.58
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	0.57
4cell	Change	0.67
4cell	Normal	0.25
4cell	Normal	0.56
4cell	Normal	0.4
4cell	Normal	0.4
4cell	Normal	0.36
4cell	Normal	0.32
4cell	Change	0.5
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.2
4cell	Normal	0.83
4cell	Normal	1.0
4cell	Change	0.41
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Change	0.67
4cell	Normal	0.32
4cell	Normal	0.25
4cell	Normal	0.7
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.71
4cell	Normal	0.67
4cell	Normal	0.94
4cell	Normal	0.83
4cell	Normal	0.75
4cell	Normal	0.4
4cell	Change	0.67
4cell	Normal	1.0
4cell	Normal	1.0
4cell	Normal	0.86
4cell	Normal	0.17
4cell	Normal	1.0
4cell	Normal	0.26
4cell	Normal	1.0
4cell	Normal	0.25
4cell	Normal	0.43
4cell	Normal	0.25
4cell	Normal	1.0
4cell	Normal	0.62
4cell	Normal	0.42
4cell	Normal	0.42
4cell	Normal	0.5
4cell	Normal	1.0
4cell	Normal	0.8
4cell	Normal	0.25
4cell	Normal	0.5
4cell	Normal	0.75
4cell	Normal	0.5
4cell	Normal	0.5
4cell	Normal	0.8
4cell	Normal	1.0
4cell	Normal	0.67
4cell	Normal	1.0
4cell	Normal	0.41
4cell	Normal	0.81
4cell	Normal	1.0
4cell	Change	0.5
4cell	Normal	0.86
4cell	Change	1.0
