stage	type	level
2cell	Normal	1.0
2cell	Normal	0.27
2cell	Normal	1.0
2cell	Normal	0.25
2cell	Normal	1.0
2cell	Normal	0.64
2cell	Normal	0.62
2cell	Normal	0.38
2cell	Normal	1.0
2cell	Normal	0.29
2cell	Normal	0.28
2cell	Normal	0.58
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.2
2cell	Normal	1.0
2cell	Normal	0.8
2cell	Change	0.22
2cell	Normal	0.75
2cell	Normal	1.0
2cell	Normal	0.4
2cell	Normal	1.0
2cell	Normal	0.87
2cell	Normal	0.8
2cell	Normal	0.5
2cell	Normal	0.6
2cell	Normal	0.2
2cell	Normal	0.67
2cell	Normal	0.76
2cell	Normal	1.0
2cell	Normal	0.46
2cell	Normal	0.4
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.33
2cell	Normal	0.88
2cell	Normal	0.53
2cell	Normal	0.84
2cell	Normal	0.7
2cell	Normal	1.0
2cell	Normal	0.7
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.93
2cell	Normal	0.5
2cell	Change	0.36
2cell	Normal	0.4
2cell	Normal	0.6
2cell	Normal	0.3
2cell	Normal	1.0
2cell	Normal	0.86
2cell	Normal	1.0
2cell	Normal	0.85
2cell	Normal	0.16
2cell	Normal	0.45
2cell	Normal	0.67
2cell	Normal	0.5
2cell	Normal	0.83
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.76
2cell	Normal	0.23
2cell	Normal	0.32
2cell	Normal	0.75
2cell	Normal	0.94
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Change	0.33
2cell	Normal	1.0
2cell	Normal	0.57
2cell	Normal	1.0
2cell	Change	0.67
2cell	Normal	0.4
2cell	Normal	1.0
2cell	Normal	0.55
2cell	Normal	1.0
2cell	Normal	0.53
2cell	Normal	0.32
2cell	Normal	0.5
2cell	Change	0.5
2cell	Change	0.33
2cell	Normal	0.38
2cell	Change	0.22
2cell	Normal	0.4
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.87
2cell	Normal	0.33
2cell	Normal	0.5
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.55
2cell	Normal	1.0
2cell	Normal	0.48
2cell	Normal	0.75
2cell	Normal	0.5
2cell	Normal	0.56
2cell	Normal	0.83
2cell	Normal	0.5
2cell	Normal	0.84
2cell	Normal	0.9
2cell	Normal	0.67
2cell	Change	1.0
2cell	Normal	0.75
2cell	Normal	1.0
2cell	Normal	0.37
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.41
2cell	Normal	0.73
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.82
2cell	Normal	0.38
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.69
2cell	Normal	0.45
2cell	Normal	0.71
2cell	Normal	0.67
2cell	Change	0.33
2cell	Normal	0.51
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.82
2cell	Normal	0.67
2cell	Normal	0.61
2cell	Normal	0.75
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.8
2cell	Normal	0.62
2cell	Normal	0.67
2cell	Normal	0.45
2cell	Normal	0.83
2cell	Normal	1.0
2cell	Normal	0.78
2cell	Normal	1.0
2cell	Normal	0.84
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.75
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	0.71
2cell	Normal	0.67
2cell	Normal	0.33
2cell	Normal	0.67
2cell	Normal	0.89
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.62
2cell	Normal	0.22
2cell	Normal	0.73
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.37
2cell	Normal	0.3
2cell	Normal	0.87
2cell	Normal	1.0
2cell	Change	0.29
2cell	Normal	0.71
2cell	Normal	0.5
2cell	Normal	0.67
2cell	Normal	0.53
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.86
2cell	Change	0.83
2cell	Normal	1.0
2cell	Normal	0.81
2cell	Normal	0.57
2cell	Normal	0.72
2cell	Normal	0.29
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	0.68
2cell	Normal	1.0
2cell	Normal	0.84
2cell	Normal	0.75
2cell	Normal	0.49
2cell	Normal	0.84
2cell	Normal	0.85
2cell	Normal	0.4
2cell	Normal	0.75
2cell	Normal	0.25
2cell	Normal	0.5
2cell	Normal	1.0
2cell	Change	0.5
2cell	Normal	0.27
2cell	Normal	0.21
2cell	Normal	1.0
2cell	Normal	0.29
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	1.0
2cell	Normal	0.29
2cell	Change	0.84
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.6
2cell	Normal	0.37
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	0.58
2cell	Normal	0.54
2cell	Normal	0.53
2cell	Normal	0.25
2cell	Normal	0.84
2cell	Normal	1.0
2cell	Change	0.3
2cell	Normal	0.33
2cell	Normal	0.85
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.53
2cell	Normal	0.4
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.84
2cell	Normal	0.56
2cell	Normal	0.67
2cell	Normal	0.29
2cell	Normal	0.81
2cell	Normal	1.0
2cell	Normal	0.75
2cell	Change	0.3
2cell	Normal	1.0
2cell	Normal	0.84
2cell	Normal	0.33
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.86
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.24
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Change	0.85
2cell	Normal	0.75
2cell	Normal	0.46
2cell	Normal	1.0
2cell	Normal	0.18
2cell	Normal	0.67
2cell	Normal	0.77
2cell	Normal	0.67
2cell	Normal	0.67
2cell	Normal	0.71
2cell	Normal	0.5
2cell	Normal	0.83
2cell	Normal	0.39
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.88
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Change	0.42
2cell	Normal	0.67
2cell	Normal	0.33
2cell	Normal	0.67
2cell	Normal	0.2
2cell	Normal	0.56
2cell	Change	0.75
2cell	Normal	0.12
2cell	Normal	0.4
2cell	Normal	0.58
2cell	Normal	0.33
2cell	Normal	0.5
2cell	Normal	0.69
2cell	Normal	0.69
2cell	Normal	0.69
2cell	Normal	1.0
2cell	Normal	0.32
2cell	Normal	0.17
2cell	Normal	1.0
2cell	Normal	0.33
2cell	Normal	0.87
2cell	Normal	0.54
2cell	Normal	0.6
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.89
2cell	Normal	0.6
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	0.58
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.24
2cell	Normal	0.47
2cell	Normal	1.0
2cell	Normal	0.77
2cell	Normal	0.78
2cell	Normal	0.6
2cell	Normal	0.86
2cell	Normal	0.47
2cell	Normal	0.5
2cell	Normal	0.5
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	1.0
2cell	Normal	0.33
2cell	Normal	0.67
2cell	Normal	0.5
2cell	Normal	0.53
2cell	Normal	0.33
2cell	Normal	0.99
2cell	Normal	0.75
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.58
2cell	Normal	0.54
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.64
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.82
2cell	Normal	0.67
2cell	Normal	0.62
2cell	Normal	0.29
2cell	Normal	1.0
2cell	Change	1.0
2cell	Normal	1.0
2cell	Normal	0.83
2cell	Normal	0.42
2cell	Normal	0.17
2cell	Normal	0.06
2cell	Normal	0.88
2cell	Normal	0.75
2cell	Normal	0.83
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.83
2cell	Normal	0.63
2cell	Normal	0.8
2cell	Normal	0.79
2cell	Normal	1.0
2cell	Normal	0.33
2cell	Normal	0.88
2cell	Normal	0.83
2cell	Normal	1.0
2cell	Normal	0.53
2cell	Normal	0.67
2cell	Normal	0.83
2cell	Normal	0.83
2cell	Normal	0.42
2cell	Normal	0.83
2cell	Normal	1.0
2cell	Normal	0.75
2cell	Normal	0.48
2cell	Normal	1.0
2cell	Normal	0.68
2cell	Normal	0.67
2cell	Normal	0.35
2cell	Normal	0.87
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.75
2cell	Normal	1.0
2cell	Normal	0.82
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.52
2cell	Normal	0.29
2cell	Normal	0.6
2cell	Normal	0.67
2cell	Normal	0.83
2cell	Normal	0.66
2cell	Normal	0.82
2cell	Normal	0.4
2cell	Normal	0.5
2cell	Normal	0.29
2cell	Normal	0.4
2cell	Normal	0.7
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	0.55
2cell	Normal	0.5
2cell	Normal	0.86
2cell	Normal	0.58
2cell	Normal	0.38
2cell	Normal	1.0
2cell	Normal	0.71
2cell	Normal	0.86
2cell	Normal	0.41
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.27
2cell	Normal	0.48
2cell	Normal	0.56
2cell	Normal	0.58
2cell	Normal	1.0
2cell	Normal	0.83
2cell	Normal	1.0
2cell	Normal	0.58
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.9
2cell	Normal	0.77
2cell	Change	0.4
2cell	Normal	0.75
2cell	Normal	1.0
2cell	Normal	0.55
2cell	Normal	1.0
2cell	Normal	0.35
2cell	Normal	0.83
2cell	Normal	1.0
2cell	Normal	0.83
2cell	Normal	0.81
2cell	Normal	0.86
2cell	Normal	1.0
2cell	Normal	0.88
2cell	Normal	0.33
2cell	Normal	0.78
2cell	Normal	0.67
2cell	Normal	0.81
2cell	Normal	0.75
2cell	Normal	0.75
2cell	Normal	0.74
2cell	Normal	0.46
2cell	Normal	0.67
2cell	Normal	0.61
2cell	Normal	0.21
2cell	Normal	0.5
2cell	Normal	0.91
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.9
2cell	Normal	0.88
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.88
2cell	Normal	0.7
2cell	Normal	0.6
2cell	Normal	1.0
2cell	Normal	0.42
2cell	Normal	0.38
2cell	Normal	0.42
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.59
2cell	Normal	0.73
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.4
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Change	0.58
2cell	Normal	0.67
2cell	Normal	0.5
2cell	Normal	1.0
2cell	Normal	0.73
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.4
2cell	Normal	0.4
2cell	Normal	1.0
2cell	Normal	0.4
2cell	Normal	0.5
2cell	Normal	0.5
2cell	Normal	0.59
2cell	Change	0.34
2cell	Change	1.0
2cell	Normal	0.5
2cell	Normal	1.0
2cell	Normal	0.71
2cell	Normal	0.47
2cell	Normal	0.75
2cell	Normal	1.0
2cell	Normal	0.85
2cell	Normal	1.0
2cell	Normal	0.6
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Change	0.4
2cell	Normal	0.89
2cell	Normal	0.34
2cell	Normal	0.33
2cell	Normal	0.58
2cell	Normal	0.86
2cell	Normal	0.5
2cell	Normal	0.62
2cell	Normal	0.14
2cell	Normal	1.0
2cell	Normal	0.53
2cell	Normal	0.29
2cell	Normal	0.75
2cell	Normal	0.9
2cell	Normal	1.0
2cell	Normal	0.4
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.62
2cell	Normal	0.75
2cell	Normal	0.67
2cell	Normal	0.84
2cell	Normal	0.47
2cell	Normal	0.83
2cell	Normal	0.29
2cell	Change	0.33
2cell	Normal	1.0
2cell	Normal	0.8
2cell	Normal	1.0
2cell	Normal	0.83
2cell	Normal	1.0
2cell	Normal	0.83
2cell	Normal	0.5
2cell	Normal	0.65
2cell	Normal	1.0
2cell	Normal	0.88
2cell	Normal	0.5
2cell	Normal	0.86
2cell	Normal	0.86
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.75
2cell	Normal	0.38
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.64
2cell	Normal	0.82
2cell	Normal	0.33
2cell	Normal	0.5
2cell	Normal	0.4
2cell	Normal	0.93
2cell	Normal	0.29
2cell	Normal	0.42
2cell	Normal	0.43
2cell	Normal	0.83
2cell	Normal	0.67
2cell	Normal	0.51
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	0.37
2cell	Normal	0.73
2cell	Normal	0.9
2cell	Normal	0.52
2cell	Normal	0.94
2cell	Normal	1.0
2cell	Normal	0.41
2cell	Normal	0.34
2cell	Normal	0.85
2cell	Normal	0.27
2cell	Normal	0.85
2cell	Normal	0.83
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	0.41
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	0.46
2cell	Normal	1.0
2cell	Normal	0.69
2cell	Change	0.29
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.88
2cell	Change	0.25
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.91
2cell	Normal	0.83
2cell	Normal	0.88
2cell	Normal	0.91
2cell	Normal	0.69
2cell	Normal	0.33
2cell	Normal	0.4
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.33
2cell	Normal	1.0
2cell	Normal	0.4
2cell	Normal	0.64
2cell	Normal	0.4
2cell	Normal	0.58
2cell	Normal	0.4
2cell	Normal	1.0
2cell	Normal	0.33
2cell	Normal	0.83
2cell	Normal	0.8
2cell	Normal	0.07
2cell	Normal	1.0
2cell	Normal	0.92
2cell	Normal	0.5
2cell	Change	0.21
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.8
2cell	Normal	0.4
2cell	Normal	0.75
2cell	Normal	0.45
2cell	Normal	1.0
2cell	Change	0.33
2cell	Normal	0.48
2cell	Change	0.75
2cell	Normal	0.67
2cell	Normal	0.88
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.83
2cell	Normal	1.0
2cell	Normal	0.4
2cell	Normal	0.67
2cell	Normal	0.67
2cell	Normal	0.63
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	0.85
2cell	Normal	0.59
2cell	Normal	0.83
2cell	Normal	1.0
2cell	Normal	0.76
2cell	Normal	1.0
2cell	Normal	0.83
2cell	Normal	0.5
2cell	Normal	0.67
2cell	Normal	0.33
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.75
2cell	Normal	0.33
2cell	Normal	1.0
2cell	Normal	0.21
2cell	Normal	1.0
2cell	Normal	0.56
2cell	Normal	0.78
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.53
2cell	Normal	1.0
2cell	Change	0.17
2cell	Normal	0.5
2cell	Normal	0.24
2cell	Normal	0.83
2cell	Normal	0.71
2cell	Normal	1.0
2cell	Normal	0.58
2cell	Normal	0.75
2cell	Normal	0.75
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	1.0
2cell	Normal	0.83
2cell	Normal	0.67
2cell	Normal	0.71
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	0.5
2cell	Normal	0.69
2cell	Normal	0.73
2cell	Normal	0.22
2cell	Normal	0.49
2cell	Normal	0.72
2cell	Normal	0.6
2cell	Normal	1.0
2cell	Normal	0.81
2cell	Normal	0.75
2cell	Normal	0.53
2cell	Normal	1.0
2cell	Normal	0.75
2cell	Normal	1.0
2cell	Normal	0.4
2cell	Normal	0.4
2cell	Normal	0.73
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	0.75
2cell	Normal	0.11
2cell	Normal	1.0
2cell	Normal	0.88
2cell	Normal	0.88
2cell	Normal	0.6
2cell	Normal	0.7
2cell	Normal	0.62
2cell	Normal	0.79
2cell	Normal	0.55
2cell	Normal	0.17
2cell	Normal	1.0
2cell	Normal	0.29
2cell	Normal	0.42
2cell	Normal	1.0
2cell	Normal	0.79
2cell	Normal	0.67
2cell	Normal	0.59
2cell	Normal	0.17
2cell	Normal	0.66
2cell	Normal	0.41
2cell	Normal	0.53
2cell	Normal	0.33
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.85
2cell	Normal	0.67
2cell	Normal	0.93
2cell	Normal	0.5
2cell	Normal	0.45
2cell	Normal	0.59
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.8
2cell	Normal	0.88
2cell	Normal	0.35
2cell	Normal	0.55
2cell	Normal	0.85
2cell	Normal	1.0
2cell	Normal	0.46
2cell	Normal	0.27
2cell	Normal	0.35
2cell	Normal	0.49
2cell	Normal	1.0
2cell	Normal	0.88
2cell	Normal	0.29
2cell	Normal	0.67
2cell	Normal	0.35
2cell	Normal	0.75
2cell	Normal	0.22
2cell	Normal	0.34
2cell	Normal	0.75
2cell	Normal	0.4
2cell	Normal	0.76
2cell	Normal	0.74
2cell	Normal	0.67
2cell	Normal	0.57
2cell	Normal	0.78
2cell	Normal	0.4
2cell	Normal	0.3
2cell	Normal	0.48
2cell	Normal	0.5
2cell	Normal	0.53
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.79
2cell	Normal	0.73
2cell	Normal	0.75
2cell	Normal	1.0
2cell	Change	1.0
2cell	Normal	0.89
2cell	Normal	0.78
2cell	Normal	0.83
2cell	Normal	1.0
2cell	Normal	0.31
2cell	Normal	0.53
2cell	Normal	0.25
2cell	Normal	0.78
2cell	Normal	0.93
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.75
2cell	Normal	0.75
2cell	Normal	0.4
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	0.53
2cell	Normal	0.7
2cell	Normal	0.5
2cell	Normal	0.69
2cell	Normal	0.58
2cell	Normal	0.38
2cell	Normal	0.53
2cell	Normal	0.52
2cell	Normal	0.43
2cell	Normal	0.34
2cell	Normal	0.4
2cell	Normal	0.62
2cell	Normal	0.83
2cell	Normal	0.75
2cell	Normal	0.7
2cell	Normal	1.0
2cell	Normal	0.8
2cell	Normal	1.0
2cell	Normal	0.38
2cell	Normal	0.5
2cell	Normal	1.0
2cell	Normal	0.81
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.3
2cell	Normal	0.46
2cell	Normal	0.26
2cell	Normal	0.86
2cell	Normal	0.48
2cell	Normal	1.0
2cell	Normal	0.88
2cell	Change	0.5
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.84
2cell	Normal	0.39
2cell	Normal	0.5
2cell	Normal	0.4
2cell	Change	0.33
2cell	Normal	0.4
2cell	Normal	0.53
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	0.15
2cell	Normal	1.0
2cell	Normal	0.36
2cell	Normal	0.83
2cell	Normal	0.24
2cell	Normal	0.58
2cell	Change	0.38
2cell	Normal	1.0
2cell	Normal	0.95
2cell	Normal	0.83
2cell	Normal	1.0
2cell	Normal	0.45
2cell	Normal	0.83
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Change	0.67
2cell	Normal	0.47
2cell	Normal	0.17
2cell	Normal	0.21
2cell	Normal	1.0
2cell	Normal	0.68
2cell	Normal	0.71
2cell	Normal	0.53
2cell	Normal	0.46
2cell	Normal	0.67
2cell	Normal	0.2
2cell	Normal	0.35
2cell	Normal	0.92
2cell	Normal	0.83
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.34
2cell	Change	0.33
2cell	Normal	0.68
2cell	Normal	1.0
2cell	Normal	0.83
2cell	Normal	0.78
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.45
2cell	Normal	0.82
2cell	Normal	0.5
2cell	Normal	0.67
2cell	Normal	0.53
2cell	Normal	0.75
2cell	Normal	1.0
2cell	Normal	0.88
2cell	Normal	0.69
2cell	Normal	0.76
2cell	Normal	0.58
2cell	Normal	1.0
2cell	Normal	0.62
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.69
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.79
2cell	Normal	1.0
2cell	Normal	0.83
2cell	Normal	0.77
2cell	Normal	0.67
2cell	Normal	0.75
2cell	Normal	1.0
2cell	Change	0.22
2cell	Normal	0.82
2cell	Change	0.35
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.83
2cell	Normal	0.78
2cell	Normal	0.63
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	0.6
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.43
2cell	Normal	0.67
2cell	Change	0.18
2cell	Normal	0.27
2cell	Normal	0.38
2cell	Normal	0.67
2cell	Normal	0.44
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.83
2cell	Normal	0.67
2cell	Normal	0.4
2cell	Normal	0.82
2cell	Normal	0.78
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.86
2cell	Change	0.5
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.4
2cell	Normal	0.18
2cell	Normal	0.31
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.51
2cell	Normal	0.79
2cell	Normal	0.13
2cell	Normal	0.25
2cell	Normal	0.83
2cell	Normal	0.45
2cell	Normal	0.87
2cell	Normal	0.52
2cell	Normal	1.0
2cell	Normal	0.58
2cell	Normal	0.82
2cell	Normal	0.4
2cell	Normal	0.85
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.62
2cell	Normal	1.0
2cell	Normal	0.33
2cell	Normal	0.67
2cell	Normal	0.83
2cell	Normal	0.62
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	0.83
2cell	Normal	1.0
2cell	Normal	0.75
2cell	Normal	0.88
2cell	Normal	0.83
2cell	Normal	0.07
2cell	Normal	0.42
2cell	Normal	0.75
2cell	Normal	1.0
2cell	Normal	0.84
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.34
2cell	Normal	1.0
2cell	Change	1.0
2cell	Normal	0.86
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.38
2cell	Normal	1.0
2cell	Change	1.0
2cell	Normal	0.67
2cell	Normal	0.67
2cell	Normal	0.75
2cell	Normal	1.0
2cell	Normal	0.37
2cell	Normal	0.28
2cell	Normal	1.0
2cell	Normal	0.73
2cell	Normal	0.52
2cell	Normal	1.0
2cell	Change	0.75
2cell	Normal	0.65
2cell	Normal	0.5
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.88
2cell	Normal	1.0
2cell	Normal	0.83
2cell	Normal	0.75
2cell	Normal	0.33
2cell	Normal	1.0
2cell	Normal	0.34
2cell	Normal	0.5
2cell	Normal	1.0
2cell	Normal	0.4
2cell	Normal	0.58
2cell	Normal	0.94
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	0.31
2cell	Change	0.5
2cell	Normal	0.62
2cell	Change	0.67
2cell	Normal	0.28
2cell	Normal	0.33
2cell	Normal	0.83
2cell	Normal	0.37
2cell	Normal	0.33
2cell	Normal	0.37
2cell	Normal	1.0
2cell	Normal	0.83
2cell	Normal	1.0
2cell	Normal	0.71
2cell	Normal	1.0
2cell	Normal	0.37
2cell	Normal	0.5
2cell	Normal	0.5
2cell	Normal	1.0
2cell	Normal	0.56
2cell	Normal	0.46
2cell	Normal	0.45
2cell	Normal	0.86
2cell	Normal	0.42
2cell	Normal	0.72
2cell	Normal	0.43
2cell	Normal	0.38
2cell	Change	0.23
2cell	Normal	0.54
2cell	Normal	0.69
2cell	Change	0.4
2cell	Normal	0.36
2cell	Normal	0.58
2cell	Normal	0.58
2cell	Normal	1.0
2cell	Normal	0.55
2cell	Normal	0.67
2cell	Normal	0.56
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.4
2cell	Normal	1.0
2cell	Normal	0.75
2cell	Normal	0.58
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.81
2cell	Normal	0.8
2cell	Normal	0.57
2cell	Normal	0.93
2cell	Normal	1.0
2cell	Normal	0.58
2cell	Normal	0.86
2cell	Normal	1.0
2cell	Normal	0.75
2cell	Normal	0.3
2cell	Normal	0.84
2cell	Normal	0.83
2cell	Normal	0.71
2cell	Normal	0.25
2cell	Normal	0.2
2cell	Normal	0.22
2cell	Normal	0.91
2cell	Normal	0.52
2cell	Normal	0.59
2cell	Normal	0.5
2cell	Normal	0.52
2cell	Normal	0.83
2cell	Normal	1.0
2cell	Normal	0.4
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.33
2cell	Change	0.43
2cell	Normal	0.52
2cell	Normal	1.0
2cell	Normal	0.5
2cell	Normal	0.43
2cell	Normal	0.67
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.17
2cell	Normal	0.45
2cell	Normal	0.84
2cell	Normal	0.7
2cell	Normal	0.8
2cell	Normal	0.45
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.45
2cell	Normal	1.0
2cell	Normal	0.7
2cell	Normal	1.0
2cell	Normal	0.85
2cell	Normal	1.0
2cell	Change	0.5
2cell	Normal	0.5
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.53
2cell	Normal	0.5
2cell	Normal	0.73
2cell	Normal	0.6
2cell	Normal	0.9
2cell	Normal	0.83
2cell	Normal	0.5
2cell	Normal	0.48
2cell	Normal	1.0
2cell	Normal	0.75
2cell	Normal	0.75
2cell	Normal	0.44
2cell	Normal	0.34
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.83
2cell	Normal	0.5
2cell	Normal	0.43
2cell	Normal	0.67
2cell	Normal	0.25
2cell	Normal	0.89
2cell	Normal	0.94
2cell	Normal	0.62
2cell	Normal	1.0
2cell	Normal	0.92
2cell	Normal	1.0
2cell	Normal	0.67
2cell	Normal	0.55
2cell	Normal	1.0
2cell	Normal	1.0
2cell	Normal	0.71
2cell	Normal	0.83
2cell	Normal	1.0
2cell	Normal	0.17
2cell	Normal	0.27
2cell	Normal	0.5
2cell	Normal	0.5
2cell	Normal	0.41
2cell	Normal	0.5
2cell	Normal	0.5
2cell	Normal	0.47
2cell	Normal	0.85
2cell	Normal	0.8
